state_residency,is_in_state,urban_centric_locale,student_aid_index,adjusted_gross_income,first_gen,pell_eligible,hs_gpa,sat_act_percentile,institutional_tier,cost_of_attendance,miles_from_campus,fafsa_submitted_month,fafsa_month_sin,fafsa_month_cos,demonstrated_interest,merit_scholarship_amt,need_grant_amt,total_aid_package,net_price,enrolled,net_price_to_income_ratio,financial_aid_discount_rate,unmet_financial_need_gap,engagement_velocity
CA,0,Suburb,10967.0,49523.0,0,0,2.54,47.0,Regional Comprehensive,41646.0,23.4,5,0.5,-0.866,66.7,13329.0,7331.0,20660.0,20986.0,1,0.4238,0.4961,10019.0,0.064
CA,0,Suburb,-1500.0,4764.0,0,1,3.04,47.0,Liberal Arts College,92014.0,113.7,1,0.5,0.866,86.7,29872.0,31891.0,61763.0,30251.0,0,5.0,0.6712,31751.0,0.1
CA,0,Rural,37957.0,190054.0,0,0,2.37,35.0,Regional Comprehensive,46712.0,36.8,3,1.0,0.0,58.9,10945.0,1397.0,12342.0,34370.0,1,0.1808,0.2642,0.0,0.1228
AZ,0,Suburb,5232.0,38170.0,1,1,3.54,61.0,R1 Research,66441.0,121.9,1,0.5,0.866,42.5,18088.0,16869.0,34957.0,31484.0,0,0.8248,0.5261,26252.0,0.0769
TX,0,Suburb,9932.0,52896.0,1,0,2.86,58.0,R1 Research,79545.0,15.0,6,0.0,-1.0,60.9,20152.0,10115.0,30267.0,49278.0,0,0.9316,0.3805,39346.0,0.0615
OR,0,City,9567.0,53712.0,1,0,3.37,85.0,Liberal Arts College,88481.0,25.1,3,1.0,0.0,63.4,39437.0,19456.0,58893.0,29588.0,0,0.5509,0.6656,20021.0,0.1094
WI,0,Suburb,4934.0,35799.0,0,1,2.74,18.0,R2 Doctoral,51714.0,441.6,1,0.5,0.866,92.3,11267.0,20381.0,31648.0,20066.0,1,0.5605,0.612,15132.0,0.1233
AL,0,Rural,11067.0,74830.0,1,0,1.94,14.0,Regional Comprehensive,43678.0,186.7,2,0.866,0.5,71.1,9973.0,4732.0,14705.0,28973.0,1,0.3872,0.3367,17906.0,0.1613
MI,0,Town,5517.0,60967.0,1,1,1.89,12.0,Community College,19020.0,87.4,1,0.5,0.866,73.7,1311.0,7256.0,8567.0,10453.0,0,0.1715,0.4504,4936.0,0.1489
VT,0,City,2828.0,37575.0,0,1,3.32,79.0,Community College,17074.0,48.8,10,-0.866,0.5,44.8,3042.0,5238.0,8280.0,8794.0,1,0.234,0.4849,5966.0,0.0526
CA,0,Rural,15518.0,70087.0,1,0,2.88,43.0,Community College,17762.0,40.6,1,0.5,0.866,73.2,294.0,600.0,894.0,16868.0,1,0.2407,0.0503,1350.0,0.1176
IL,0,Town,15456.0,61464.0,0,0,3.63,71.0,Community College,17764.0,156.3,2,0.866,0.5,46.8,686.0,513.0,1199.0,16565.0,0,0.2695,0.0675,1109.0,0.1746
NY,0,Suburb,22740.0,122767.0,1,0,3.21,65.0,Regional Comprehensive,44337.0,88.3,5,0.5,-0.866,66.1,19286.0,5240.0,24526.0,19811.0,1,0.1614,0.5532,0.0,0.1023
NM,0,City,1109.0,23979.0,0,1,3.19,70.0,R2 Doctoral,74358.0,642.8,9,-1.0,-0.0,69.9,26226.0,38913.0,65139.0,9219.0,0,0.3845,0.876,8110.0,0.12
VA,0,Suburb,10401.0,35246.0,0,0,2.13,25.0,R1 Research,63874.0,104.4,12,-0.0,1.0,52.7,6780.0,14290.0,21070.0,42804.0,0,1.2144,0.3299,32403.0,0.122
SC,0,City,22082.0,106108.0,0,0,2.67,54.0,R2 Doctoral,47171.0,134.8,2,0.866,0.5,81.8,14487.0,5201.0,19688.0,27483.0,1,0.259,0.4174,5401.0,0.1705
TX,0,Suburb,5668.0,39711.0,1,1,3.46,82.0,R2 Doctoral,61871.0,29.5,1,0.5,0.866,91.8,26665.0,16338.0,43003.0,18868.0,1,0.4751,0.695,13200.0,0.0769
ME,0,Suburb,-1500.0,32845.0,1,1,2.98,48.0,Regional Comprehensive,45825.0,86.8,8,-0.866,-0.5,81.0,14278.0,25762.0,40040.0,5785.0,1,0.1761,0.8738,7285.0,0.0889
NC,0,Rural,5839.0,41150.0,0,1,2.8,48.0,Regional Comprehensive,43618.0,152.6,4,0.866,-0.5,61.2,11988.0,14296.0,26284.0,17334.0,1,0.4212,0.6026,11495.0,0.1795
NC,0,Suburb,12080.0,58530.0,0,0,1.54,7.0,Community College,21164.0,85.7,3,1.0,0.0,44.2,2938.0,1711.0,4649.0,16515.0,1,0.2822,0.2197,4435.0,0.1333
HI,0,Rural,17478.0,58690.0,1,0,2.34,20.0,Regional Comprehensive,39493.0,76.1,7,-0.5,-0.866,43.5,10717.0,5141.0,15858.0,23635.0,0,0.4027,0.4015,6157.0,0.0899
IL,0,Rural,3955.0,54113.0,0,1,3.47,64.0,Community College,19787.0,178.6,12,-0.0,1.0,62.7,4029.0,7643.0,11672.0,8115.0,1,0.15,0.5899,4160.0,0.1121
IL,0,City,6750.0,30014.0,1,1,3.2,44.0,Community College,18530.0,621.7,2,0.866,0.5,70.7,676.0,5171.0,5847.0,12683.0,0,0.4226,0.3155,5933.0,0.0957
VA,0,City,24209.0,109828.0,0,0,3.13,76.0,Liberal Arts College,77345.0,147.5,5,0.5,-0.866,58.2,30782.0,13126.0,43908.0,33437.0,0,0.3044,0.5677,9228.0,0.078
TX,0,Town,43682.0,163551.0,0,0,2.96,82.0,R1 Research,72451.0,421.3,5,0.5,-0.866,49.6,21951.0,4235.0,26186.0,46265.0,1,0.2829,0.3614,2583.0,0.0696
NY,0,Town,5164.0,15907.0,1,1,2.92,43.0,Regional Comprehensive,55727.0,243.4,5,0.5,-0.866,63.4,19730.0,25671.0,45401.0,10326.0,1,0.6491,0.8147,5162.0,0.1121
TX,0,Suburb,6663.0,20567.0,1,1,3.34,76.0,Regional Comprehensive,42734.0,395.6,4,0.866,-0.5,39.3,19087.0,15227.0,34314.0,8420.0,1,0.4094,0.803,1757.0,0.0594
CA,0,Suburb,30776.0,129580.0,0,0,3.56,93.0,Liberal Arts College,68570.0,66.8,12,-0.0,1.0,41.3,36700.0,6956.0,43656.0,24914.0,1,0.1923,0.6367,0.0,0.0345
OK,0,Suburb,42506.0,194902.0,0,0,3.74,68.0,Regional Comprehensive,47412.0,102.0,2,0.866,0.5,58.3,22644.0,830.0,23474.0,23938.0,1,0.1228,0.4951,0.0,0.1569
VA,0,Town,342.0,13589.0,0,1,2.48,40.0,Community College,21554.0,102.4,10,-0.866,0.5,67.3,2042.0,9312.0,11354.0,10200.0,0,0.7506,0.5268,9858.0,0.0962
PA,0,Town,22115.0,113223.0,0,0,2.65,59.0,R2 Doctoral,47891.0,224.9,6,0.0,-1.0,75.8,14289.0,6254.0,20543.0,27348.0,1,0.2415,0.429,5233.0,0.0769
IL,0,City,37947.0,204694.0,0,0,3.24,61.0,R1 Research,75512.0,291.2,11,-0.5,0.866,18.8,20620.0,9273.0,29893.0,45619.0,1,0.2229,0.3959,7672.0,0.0323
OH,1,City,6344.0,33829.0,1,1,2.33,29.0,Liberal Arts College,51329.0,41.8,9,-1.0,-0.0,31.0,12320.0,18276.0,30596.0,20733.0,0,0.6129,0.5961,14389.0,0.0575
AZ,0,City,43219.0,196292.0,1,0,2.04,37.0,Community College,15614.0,318.1,6,0.0,-1.0,75.2,0.0,0.0,0.0,15614.0,1,0.0795,0.0,0.0,0.0956
AR,0,Rural,15863.0,55373.0,1,0,2.84,44.0,R2 Doctoral,54668.0,70.1,1,0.5,0.866,68.7,13362.0,7987.0,21349.0,33319.0,1,0.6017,0.3905,17456.0,0.0952
MS,0,Rural,10415.0,78948.0,0,0,2.53,30.0,R1 Research,66029.0,321.0,5,0.5,-0.866,70.5,10536.0,11504.0,22040.0,43989.0,1,0.5572,0.3338,33574.0,0.1057
IL,0,Town,9900.0,37502.0,1,0,3.25,63.0,Regional Comprehensive,39198.0,368.1,2,0.866,0.5,54.7,15498.0,4161.0,19659.0,19539.0,0,0.521,0.5015,9639.0,0.0667
NY,0,City,35414.0,129410.0,0,0,3.6,99.0,Liberal Arts College,68488.0,258.1,2,0.866,0.5,51.7,34229.0,7117.0,41346.0,27142.0,1,0.2097,0.6037,0.0,0.0581
GA,0,Suburb,24827.0,114784.0,1,0,3.07,69.0,Regional Comprehensive,42661.0,145.9,3,1.0,0.0,51.7,16901.0,3969.0,20870.0,21791.0,0,0.1898,0.4892,0.0,0.1452
NJ,0,City,31671.0,217900.0,0,0,3.61,86.0,R2 Doctoral,59724.0,268.0,10,-0.866,0.5,6.5,25339.0,6605.0,31944.0,27780.0,1,0.1275,0.5349,0.0,0.0225
GA,0,Suburb,32885.0,177591.0,0,0,3.01,63.0,Regional Comprehensive,40582.0,49.6,11,-0.5,0.866,33.6,13742.0,1134.0,14876.0,25706.0,1,0.1447,0.3666,0.0,0.0294
MA,0,City,15031.0,62531.0,0,0,2.64,27.0,R2 Doctoral,56434.0,156.0,9,-1.0,-0.0,36.4,14538.0,7068.0,21606.0,34828.0,0,0.557,0.3829,19797.0,0.0296
NJ,0,Town,130471.0,590091.0,0,0,3.83,94.0,R2 Doctoral,44937.0,173.7,1,0.5,0.866,46.1,18566.0,0.0,18566.0,26371.0,1,0.0447,0.4132,0.0,0.04
NY,0,City,34490.0,166470.0,0,0,2.67,38.0,Regional Comprehensive,44012.0,31.4,3,1.0,0.0,43.5,13477.0,2390.0,15867.0,28145.0,0,0.1691,0.3605,0.0,0.0909
PA,0,Suburb,23330.0,92890.0,0,0,2.21,23.0,R1 Research,78606.0,208.5,1,0.5,0.866,46.3,10117.0,9053.0,19170.0,59436.0,0,0.6399,0.2439,36106.0,0.0413
IL,0,Rural,954.0,30701.0,0,1,3.14,58.0,Liberal Arts College,72218.0,34.1,10,-0.866,0.5,50.4,26444.0,27213.0,53657.0,18561.0,1,0.6046,0.743,17607.0,0.0667
CA,0,Suburb,-1500.0,20918.0,1,1,3.09,71.0,Liberal Arts College,82346.0,80.8,1,0.5,0.866,76.7,34478.0,35239.0,69717.0,12629.0,0,0.6037,0.8466,14129.0,0.0531
TX,0,City,5453.0,22238.0,0,1,3.08,83.0,Community College,14206.0,132.1,6,0.0,-1.0,6.6,3131.0,3659.0,6790.0,7416.0,0,0.3335,0.478,1963.0,0.0455
MD,0,Rural,-1500.0,32137.0,0,1,3.62,68.0,Community College,16210.0,58.8,4,0.866,-0.5,43.2,820.0,7874.0,8694.0,7516.0,0,0.2339,0.5363,9016.0,0.0216
IL,0,Suburb,50464.0,169678.0,0,0,3.19,77.0,R2 Doctoral,59371.0,138.2,2,0.866,0.5,45.6,22825.0,1843.0,24668.0,34703.0,1,0.2045,0.4155,0.0,0.042
FL,0,Suburb,26567.0,89385.0,0,0,3.32,66.0,R2 Doctoral,59789.0,135.9,5,0.5,-0.866,31.6,20989.0,7047.0,28036.0,31753.0,0,0.3552,0.4689,5186.0,0.0291
NJ,0,Suburb,13011.0,40472.0,1,0,3.18,73.0,Regional Comprehensive,53408.0,53.6,2,0.866,0.5,85.8,21121.0,6975.0,28096.0,25312.0,0,0.6254,0.5261,12301.0,0.1091
WI,0,Rural,9471.0,57078.0,1,0,2.84,54.0,Liberal Arts College,84050.0,230.0,2,0.866,0.5,45.9,29106.0,10731.0,39837.0,44213.0,0,0.7746,0.474,34742.0,0.0928
FL,0,Suburb,15312.0,52283.0,0,0,2.32,23.0,R1 Research,82430.0,56.8,1,0.5,0.866,70.2,16043.0,17158.0,33201.0,49229.0,1,0.9416,0.4028,33917.0,0.042
LA,0,Suburb,24164.0,111976.0,0,0,3.38,63.0,Community College,16603.0,1400.0,4,0.866,-0.5,45.8,3993.0,0.0,3993.0,12610.0,0,0.1126,0.2405,0.0,0.0727
MS,0,Suburb,4901.0,33432.0,0,1,2.42,32.0,Liberal Arts College,76949.0,112.9,11,-0.5,0.866,76.6,16772.0,25871.0,42643.0,34306.0,1,1.0261,0.5542,29405.0,0.0686
WA,0,City,26236.0,80965.0,0,0,3.36,75.0,Community College,15550.0,37.0,2,0.866,0.5,46.6,5188.0,0.0,5188.0,10362.0,1,0.128,0.3336,0.0,0.0673
TN,0,Town,13689.0,78125.0,0,0,3.54,83.0,Liberal Arts College,87859.0,45.1,5,0.5,-0.866,42.6,38715.0,14149.0,52864.0,34995.0,0,0.4479,0.6017,21306.0,0.0484
CA,0,City,5281.0,34160.0,1,1,3.74,99.0,Community College,18274.0,422.8,3,1.0,0.0,61.7,2339.0,5866.0,8205.0,10069.0,1,0.2948,0.449,4788.0,0.0776
NM,0,Suburb,33791.0,197474.0,0,0,3.31,75.0,Community College,20213.0,82.5,2,0.866,0.5,88.8,1568.0,0.0,1568.0,18645.0,1,0.0944,0.0776,0.0,0.0242
IL,0,Suburb,14766.0,50878.0,0,0,3.26,49.0,Regional Comprehensive,34659.0,30.3,4,0.866,-0.5,68.9,13109.0,3964.0,17073.0,17586.0,1,0.3457,0.4926,2820.0,0.087
AR,0,City,3407.0,30798.0,1,1,3.59,95.0,Liberal Arts College,51815.0,310.5,2,0.866,0.5,53.9,22086.0,14823.0,36909.0,14906.0,1,0.484,0.7123,11499.0,0.0451
VA,0,Suburb,27116.0,116317.0,1,0,2.91,61.0,Community College,23406.0,81.9,7,-0.5,-0.866,64.5,1165.0,0.0,1165.0,22241.0,0,0.1912,0.0498,0.0,0.1795
CA,0,Suburb,13922.0,65463.0,1,0,3.14,60.0,Community College,27641.0,251.6,11,-0.5,0.866,47.4,4965.0,3417.0,8382.0,19259.0,1,0.2942,0.3032,5337.0,0.2051
CA,0,Suburb,11512.0,84463.0,0,0,1.85,,Community College,19883.0,338.4,3,1.0,0.0,87.6,4677.0,1534.0,6211.0,13672.0,1,0.1619,0.3124,2160.0,0.0853
TN,0,City,8067.0,26823.0,0,1,3.56,74.0,Liberal Arts College,92485.0,169.0,6,0.0,-1.0,72.2,36289.0,44625.0,80914.0,11571.0,1,0.4314,0.8749,3504.0,0.1892
NJ,0,Rural,26184.0,112977.0,0,0,1.55,17.0,Regional Comprehensive,41689.0,1568.0,2,0.866,0.5,61.2,8129.0,4245.0,12374.0,29315.0,0,0.2595,0.2968,3131.0,0.0608
CA,0,Rural,57066.0,300784.0,0,0,3.25,73.0,Regional Comprehensive,37912.0,20.7,4,0.866,-0.5,63.5,14714.0,0.0,14714.0,23198.0,0,0.0771,0.3881,0.0,0.125
WI,0,Suburb,7761.0,25356.0,0,1,3.04,76.0,R2 Doctoral,65907.0,53.7,5,0.5,-0.866,47.7,23451.0,25231.0,48682.0,17225.0,0,0.6793,0.7386,9464.0,0.0886
OR,0,Suburb,18387.0,81229.0,1,0,3.21,81.0,Regional Comprehensive,44395.0,96.8,10,-0.866,0.5,58.7,18454.0,5183.0,23637.0,20758.0,1,0.2555,0.5324,2371.0,0.1
NC,0,City,5959.0,35760.0,0,1,1.53,3.0,R1 Research,70088.0,1361.2,6,0.0,-1.0,68.6,7011.0,32109.0,39120.0,30968.0,0,0.866,0.5582,25009.0,0.1134
GA,0,City,69049.0,436488.0,0,0,1.9,,R1 Research,86978.0,836.9,2,0.866,0.5,77.8,8833.0,2581.0,11414.0,75564.0,1,0.1731,0.1312,6515.0,0.2115
CA,0,Suburb,24059.0,153666.0,0,0,3.46,62.0,R1 Research,68890.0,490.3,9,-1.0,-0.0,47.8,19550.0,6513.0,26063.0,42827.0,0,0.2787,0.3783,18768.0,0.0698
MN,0,Rural,12424.0,77120.0,1,0,3.64,61.0,Regional Comprehensive,39698.0,55.0,10,-0.866,0.5,20.0,18248.0,7512.0,25760.0,13938.0,0,0.1807,0.6489,1514.0,0.0119
NY,0,Town,6549.0,26002.0,0,1,2.6,60.0,R1 Research,59518.0,62.2,4,0.866,-0.5,72.6,14971.0,22662.0,37633.0,21885.0,1,0.8417,0.6323,15336.0,0.1395
CT,0,Suburb,4913.0,30947.0,0,1,3.1,67.0,Community College,18991.0,53.1,4,0.866,-0.5,48.8,606.0,5293.0,5899.0,13092.0,0,0.423,0.3106,8179.0,0.0362
PA,0,Rural,17441.0,107723.0,1,0,2.19,23.0,Community College,21181.0,55.7,6,0.0,-1.0,77.4,1879.0,779.0,2658.0,18523.0,0,0.172,0.1255,1082.0,0.3409
NJ,0,Suburb,3034.0,23600.0,0,1,3.86,82.0,Liberal Arts College,74121.0,607.4,3,1.0,0.0,33.5,33858.0,35135.0,68993.0,5128.0,0,0.2173,0.9308,2094.0,0.1364
FL,0,City,8814.0,24139.0,1,1,3.21,79.0,Regional Comprehensive,44491.0,98.1,5,0.5,-0.866,69.0,18893.0,11613.0,30506.0,13985.0,1,0.5794,0.6857,5171.0,0.0656
TX,0,Suburb,18443.0,63345.0,0,0,3.68,71.0,Community College,17055.0,112.7,7,-0.5,-0.866,53.7,3095.0,0.0,3095.0,13960.0,0,0.2204,0.1815,0.0,0.0616
CO,0,City,20278.0,69290.0,1,0,3.77,69.0,Regional Comprehensive,42673.0,285.7,2,0.866,0.5,57.8,21743.0,5679.0,27422.0,15251.0,1,0.2201,0.6426,0.0,0.0727
NC,0,Rural,16608.0,82754.0,0,0,3.79,69.0,Regional Comprehensive,52070.0,22.1,1,0.5,0.866,88.9,24002.0,7089.0,31091.0,20979.0,1,0.2535,0.5971,4371.0,0.0741
MI,0,Suburb,6973.0,45869.0,0,1,3.4,73.0,Liberal Arts College,75620.0,133.9,2,0.866,0.5,48.8,33859.0,33764.0,67623.0,7997.0,1,0.1743,0.8942,1024.0,0.058
ID,0,Suburb,29407.0,122089.0,0,0,3.38,60.0,Liberal Arts College,69248.0,40.1,3,1.0,0.0,85.5,25834.0,9197.0,35031.0,34217.0,1,0.2803,0.5059,4810.0,0.1064
ID,0,Suburb,1061.0,33843.0,1,1,3.58,91.0,Community College,23108.0,93.0,11,-0.5,0.866,96.9,977.0,8126.0,9103.0,14005.0,1,0.4138,0.3939,12944.0,0.2174
OR,0,Rural,23197.0,98833.0,0,0,2.79,48.0,R2 Doctoral,54307.0,68.5,11,-0.5,0.866,31.1,13456.0,8456.0,21912.0,32395.0,1,0.3278,0.4035,9198.0,0.0333
TX,0,Suburb,15513.0,73436.0,1,0,3.55,59.0,Community College,18556.0,64.8,5,0.5,-0.866,46.8,0.0,671.0,671.0,17885.0,1,0.2435,0.0362,2372.0,0.2059
VA,0,Suburb,24897.0,97000.0,0,0,2.99,53.0,R1 Research,69662.0,160.6,1,0.5,0.866,59.9,17398.0,10143.0,27541.0,42121.0,1,0.4342,0.3954,17224.0,0.0159
CT,0,City,31856.0,147420.0,0,0,2.22,14.0,Regional Comprehensive,37661.0,159.8,1,0.5,0.866,58.7,10298.0,916.0,11214.0,26447.0,1,0.1794,0.2978,0.0,0.1111
IL,0,Rural,5045.0,45350.0,0,1,3.58,77.0,R1 Research,68156.0,100.6,1,0.5,0.866,82.7,23141.0,24235.0,47376.0,20780.0,1,0.4582,0.6951,15735.0,0.2286
CA,0,Suburb,1822.0,39106.0,0,1,2.59,55.0,Regional Comprehensive,45892.0,187.0,3,1.0,0.0,80.8,16905.0,16418.0,33323.0,12569.0,1,0.3214,0.7261,10747.0,0.1667
AL,0,City,5040.0,18664.0,1,1,1.77,7.0,Regional Comprehensive,43037.0,50.9,6,0.0,-1.0,53.5,8748.0,11555.0,20303.0,22734.0,0,1.2181,0.4718,17694.0,0.2063
NC,0,Rural,-1343.0,14711.0,0,1,2.42,25.0,Liberal Arts College,86727.0,259.2,11,-0.5,0.866,39.7,20552.0,30743.0,51295.0,35432.0,0,2.4085,0.5915,36775.0,0.1538
NJ,0,City,5088.0,55453.0,1,1,3.37,76.0,Regional Comprehensive,40445.0,102.0,2,0.866,0.5,59.9,20070.0,15344.0,35414.0,5031.0,0,0.0907,0.8756,0.0,0.1111
MT,0,Suburb,10522.0,58255.0,1,0,1.96,11.0,Community College,19679.0,76.2,1,0.5,0.866,70.7,1152.0,2375.0,3527.0,16152.0,1,0.2773,0.1792,5630.0,0.0933
WA,0,Suburb,1726.0,28797.0,0,1,1.87,20.0,Regional Comprehensive,42609.0,55.0,2,0.866,0.5,41.2,6734.0,22123.0,28857.0,13752.0,1,0.4775,0.6773,12026.0,0.1667
OH,1,Suburb,10336.0,33618.0,1,0,2.2,30.0,R1 Research,66302.0,28.5,4,0.866,-0.5,41.4,8763.0,14840.0,23603.0,42699.0,0,1.2701,0.356,32363.0,0.0338
PA,0,Suburb,46471.0,188506.0,0,0,2.71,31.0,R2 Doctoral,65097.0,903.3,1,0.5,0.866,49.2,14965.0,3543.0,18508.0,46589.0,1,0.2471,0.2843,118.0,0.1714
OH,1,City,24534.0,118256.0,0,0,2.12,5.0,Community College,22019.0,34.3,10,-0.866,0.5,46.5,0.0,0.0,0.0,22019.0,0,0.1862,0.0,0.0,0.0563
CA,0,City,870.0,25378.0,1,1,3.64,75.0,Community College,19147.0,38.1,5,0.5,-0.866,56.5,2155.0,9273.0,11428.0,7719.0,1,0.3042,0.5969,6849.0,0.0887
SC,0,City,14112.0,45776.0,0,0,2.65,48.0,Liberal Arts College,76511.0,332.5,8,-0.866,-0.5,20.4,22437.0,17215.0,39652.0,36859.0,0,0.8052,0.5183,22747.0,0.0351
LA,0,City,21045.0,84316.0,0,0,3.91,99.0,Liberal Arts College,75832.0,77.2,12,-0.0,1.0,45.2,40494.0,14454.0,54948.0,20884.0,0,0.2477,0.7246,0.0,0.175
NY,0,Rural,7841.0,40093.0,1,1,3.55,62.0,Regional Comprehensive,40092.0,170.7,7,-0.5,-0.866,37.9,16911.0,9842.0,26753.0,13339.0,0,0.3327,0.6673,5498.0,0.0268
NY,0,Suburb,12116.0,35163.0,0,0,3.49,61.0,Regional Comprehensive,48983.0,67.1,9,-1.0,-0.0,56.8,22538.0,9697.0,32235.0,16748.0,1,0.4763,0.6581,4632.0,0.1034
OK,0,Suburb,6565.0,49339.0,0,1,3.59,91.0,Community College,13650.0,486.2,6,0.0,-1.0,35.5,1390.0,1969.0,3359.0,10291.0,0,0.2086,0.2461,3726.0,0.0238
CA,0,Suburb,25169.0,138037.0,0,0,3.27,68.0,Regional Comprehensive,43142.0,68.1,2,0.866,0.5,67.7,16860.0,3794.0,20654.0,22488.0,1,0.1629,0.4787,0.0,0.0769
MI,0,Town,30242.0,147356.0,0,0,2.96,52.0,Liberal Arts College,92990.0,549.8,2,0.866,0.5,58.8,33410.0,15030.0,48440.0,44550.0,0,0.3023,0.5209,14308.0,0.0615
GA,0,City,10779.0,37067.0,0,0,2.67,52.0,Liberal Arts College,60510.0,42.1,12,-0.0,1.0,78.5,20586.0,10973.0,31559.0,28951.0,1,0.781,0.5216,18172.0,0.1444
IN,0,City,19449.0,87693.0,1,0,2.32,46.0,Regional Comprehensive,47083.0,93.2,3,1.0,0.0,70.1,14085.0,5506.0,19591.0,27492.0,1,0.3135,0.4161,8043.0,0.1818
TX,0,Suburb,16418.0,62654.0,1,0,1.68,19.0,Regional Comprehensive,48341.0,551.1,4,0.866,-0.5,60.5,7469.0,8187.0,15656.0,32685.0,0,0.5217,0.3239,16267.0,0.0667
TN,0,Suburb,5758.0,30457.0,1,1,3.59,69.0,Regional Comprehensive,42352.0,151.2,2,0.866,0.5,64.9,22486.0,15101.0,37587.0,4765.0,0,0.1565,0.8875,0.0,0.047
IL,0,Town,13000.0,50823.0,0,0,2.75,52.0,Community College,16340.0,1375.9,1,0.5,0.866,63.7,1719.0,844.0,2563.0,13777.0,0,0.2711,0.1569,777.0,0.1481
AZ,0,Rural,5123.0,25330.0,1,1,2.64,57.0,R1 Research,56691.0,95.5,3,1.0,0.0,54.3,14469.0,15176.0,29645.0,27046.0,1,1.0677,0.5229,21923.0,0.1364
CA,0,Town,40935.0,145423.0,0,0,2.89,48.0,R2 Doctoral,53059.0,166.0,5,0.5,-0.866,54.6,17639.0,1968.0,19607.0,33452.0,1,0.23,0.3695,0.0,0.0897
GA,0,City,36738.0,192486.0,0,0,3.62,84.0,Liberal Arts College,68939.0,936.6,10,-0.866,0.5,45.5,32270.0,7242.0,39512.0,29427.0,0,0.1529,0.5731,0.0,0.1
MI,0,City,3030.0,46835.0,0,1,1.5,,Regional Comprehensive,38403.0,25.8,2,0.866,0.5,55.4,2473.0,15299.0,17772.0,20631.0,1,0.4405,0.4628,17601.0,0.1111
FL,0,City,10206.0,39445.0,1,0,3.0,43.0,Liberal Arts College,86708.0,22.7,3,1.0,0.0,56.7,26651.0,12618.0,39269.0,47439.0,1,1.2027,0.4529,37233.0,0.0565
TX,0,Town,29889.0,134498.0,0,0,3.07,64.0,Liberal Arts College,68117.0,55.0,10,-0.866,0.5,48.0,24361.0,10096.0,34457.0,33660.0,1,0.2503,0.5059,3771.0,0.0376
TX,0,Rural,44873.0,151089.0,0,0,1.8,22.0,Regional Comprehensive,46947.0,297.6,7,-0.5,-0.866,56.5,8902.0,327.0,9229.0,37718.0,1,0.2496,0.1966,0.0,0.0403
PA,0,Rural,-1500.0,28215.0,0,1,2.74,56.0,Regional Comprehensive,40998.0,23.4,2,0.866,0.5,71.8,14941.0,13643.0,28584.0,12414.0,0,0.44,0.6972,13914.0,0.0824
CA,0,City,11277.0,56580.0,1,0,3.02,39.0,Liberal Arts College,82121.0,237.2,11,-0.5,0.866,74.2,24117.0,17459.0,41576.0,40545.0,0,0.7166,0.5063,29268.0,0.1161
NM,0,Town,9880.0,60329.0,0,0,3.42,89.0,R1 Research,73664.0,220.3,1,0.5,0.866,51.4,23721.0,12013.0,35734.0,37930.0,1,0.6287,0.4851,28050.0,0.06
IL,0,Suburb,5616.0,36136.0,1,1,3.52,83.0,Liberal Arts College,87141.0,1050.4,6,0.0,-1.0,36.8,39358.0,31411.0,70769.0,16372.0,1,0.4531,0.8121,10756.0,0.0476
SC,0,Town,17141.0,83109.0,0,0,2.65,57.0,Regional Comprehensive,37712.0,379.8,12,-0.0,1.0,66.9,10933.0,5751.0,16684.0,21028.0,0,0.253,0.4424,3887.0,0.0424
NH,0,Suburb,10919.0,38027.0,0,0,3.33,56.0,Community College,17033.0,185.7,1,0.5,0.866,100.0,1507.0,1235.0,2742.0,14291.0,0,0.3758,0.161,3372.0,0.1705
CA,0,City,4922.0,42660.0,0,1,1.57,12.0,Liberal Arts College,85999.0,527.9,4,0.866,-0.5,69.5,12078.0,24510.0,36588.0,49411.0,0,1.1583,0.4254,44489.0,0.1316
MA,0,City,8930.0,58515.0,1,0,1.8,18.0,Regional Comprehensive,41978.0,223.1,3,1.0,0.0,58.9,7835.0,8901.0,16736.0,25242.0,0,0.4314,0.3987,16312.0,0.0808
OK,0,Rural,4886.0,21544.0,1,1,2.38,16.0,Liberal Arts College,72871.0,78.2,3,1.0,0.0,68.9,13274.0,29439.0,42713.0,30158.0,0,1.3998,0.5861,25272.0,0.1731
AZ,0,Suburb,6066.0,14319.0,0,1,2.02,24.0,R1 Research,76718.0,38.1,2,0.866,0.5,64.6,10093.0,24175.0,34268.0,42450.0,0,2.9646,0.4467,36384.0,0.1538
OH,1,Suburb,24120.0,121924.0,0,0,2.7,31.0,Regional Comprehensive,29558.0,20.2,11,-0.5,0.866,53.0,5999.0,826.0,6825.0,22733.0,0,0.1865,0.2309,0.0,0.0075
OH,1,Suburb,7786.0,36937.0,0,1,3.11,60.0,Regional Comprehensive,31397.0,35.2,1,0.5,0.866,46.5,11115.0,9297.0,20412.0,10985.0,1,0.2974,0.6501,3199.0,0.031
CA,0,Suburb,110951.0,292758.0,0,0,3.92,99.0,Liberal Arts College,75572.0,152.3,1,0.5,0.866,80.5,36275.0,0.0,36275.0,39297.0,1,0.1342,0.48,0.0,0.1304
MI,0,Rural,57127.0,260335.0,0,0,2.32,34.0,R2 Doctoral,53843.0,15.0,1,0.5,0.866,48.4,11569.0,0.0,11569.0,42274.0,1,0.1624,0.2149,0.0,0.0472
